text¡æaudio,text¡ævisual,audio¡ætext,audio¡ævisual,visual¡ætext,visual¡æaudio
,0.019630132243037224,0.01961451768875122,,0.019600125029683113,0.019594261422753334
,0.01820044405758381,0.018217716366052628,,0.01820186898112297,0.018184660002589226
,0.019583093002438545,0.019649211317300797,,0.01962454430758953,0.01955237053334713
,0.029471242800354958,0.02947216108441353,,0.029326574876904488,0.029440395534038544
,0.0232666227966547,0.023225445300340652,,0.02324935980141163,0.02323540858924389
,0.021764080971479416,0.021819496527314186,,0.021704886108636856,0.021761354058980942
,0.02633034437894821,0.026410510763525963,,0.026386767625808716,0.02629447542130947
,0.029469382017850876,0.029265671968460083,,0.02937413938343525,0.02939130924642086
,0.025021366775035858,0.02518823742866516,,0.02495933510363102,0.024890508502721786
,0.021778492256999016,0.021783003583550453,,0.02173675037920475,0.021752143278717995
,0.02938702329993248,0.029276620596647263,,0.0294156726449728,0.029432933777570724
,0.03335432708263397,0.0334044024348259,,0.03342843055725098,0.03327197954058647
,0.019237028434872627,0.019215412437915802,,0.01920834369957447,0.01923089288175106
,0.02853424660861492,0.02867971360683441,,0.028609463945031166,0.028668219223618507
,0.028509970754384995,0.02840631641447544,,0.02863115631043911,0.028479328379034996
,0.026326289400458336,0.026173939928412437,,0.02636202983558178,0.026370184496045113
,0.024997415021061897,0.024980995804071426,,0.02501704916357994,0.02499035745859146
,0.02132776565849781,0.021302368491888046,,0.021250518038868904,0.02127651870250702
,0.020841050893068314,0.020785454660654068,,0.020874766632914543,0.02078704535961151
,0.030283665284514427,0.030515272170305252,,0.030369242653250694,0.030229805037379265
,0.024357318878173828,0.02427278459072113,,0.02441447041928768,0.02440865896642208
,0.01587369106709957,0.015841325744986534,,0.01588280498981476,0.01587747037410736
,0.030354198068380356,0.0303452517837286,,0.030222399160265923,0.030346108600497246
,0.021721117198467255,0.021686015650629997,,0.021706199273467064,0.02177407033741474
,0.023262066766619682,0.023233119398355484,,0.023275792598724365,0.023225683718919754
,0.018191883340477943,0.018140962347388268,,0.01814664900302887,0.018178895115852356
,0.019218286499381065,0.01925043575465679,,0.019227666780352592,0.0192002821713686
,0.03701379895210266,0.037151142954826355,,0.03703876957297325,0.037233397364616394
,0.017232555896043777,0.01725682243704796,,0.017209701240062714,0.017239823937416077
,0.03334435820579529,0.03347943723201752,,0.033383503556251526,0.03337569907307625
,0.02173396199941635,0.021707504987716675,,0.021747805178165436,0.02173062600195408
,0.026333829388022423,0.02623029612004757,,0.026359831914305687,0.02636493556201458
,0.018178246915340424,0.018176618963479996,,0.01820334419608116,0.01820932887494564
,0.034435685724020004,0.034777287393808365,,0.03461286053061485,0.03440473973751068
,0.033359941095113754,0.033476389944553375,,0.033370357006788254,0.03316425532102585
,0.015163558535277843,0.015167300589382648,,0.015132621861994267,0.015140785835683346
,0.027061691507697105,0.026878494769334793,,0.026943204924464226,0.027046430855989456
,0.028596853837370872,0.028453219681978226,,0.028536831960082054,0.028565462678670883
,0.019979994744062424,0.019975891336798668,,0.019955608993768692,0.020000118762254715
,0.03335774317383766,0.033285703510046005,,0.033184900879859924,0.03337739035487175
,0.023313451558351517,0.023215144872665405,,0.02327861450612545,0.023224610835313797
,0.021287668496370316,0.02115991711616516,,0.021272895857691765,0.02127068303525448
,0.030309217050671577,0.030369894579052925,,0.03026687353849411,0.030284905806183815
,0.022714944556355476,0.022644512355327606,,0.02274537831544876,0.022801732644438744
,0.02697785757482052,0.027072926983237267,,0.026995379477739334,0.026947591453790665
,0.020424917340278625,0.020440421998500824,,0.020363299176096916,0.020401082932949066
,0.03127620369195938,0.030955029651522636,,0.0312492772936821,0.03128210827708244
,0.023820064961910248,0.023764019832015038,,0.02380422316491604,0.02385370060801506
,0.029425738379359245,0.029363587498664856,,0.02941226400434971,0.029506409540772438
,0.027834897860884666,0.02765549346804619,,0.027755234390497208,0.027864810079336166
,0.024995926767587662,0.02479759231209755,,0.024982018396258354,0.024918198585510254
,0.01786959543824196,0.017831215634942055,,0.017841562628746033,0.017856774851679802
,0.02440076880156994,0.02450893446803093,,0.024346811696887016,0.0243810024112463
,0.01850798912346363,0.018499039113521576,,0.01849079690873623,0.018496323376893997
,0.022715331986546516,0.022691505029797554,,0.022706834599375725,0.02269451692700386
,0.023281414061784744,0.023182271048426628,,0.02333538606762886,0.023224223405122757
,0.022714771330356598,0.022739382460713387,,0.022717531770467758,0.02273448556661606
,0.037028972059488297,0.03693012520670891,,0.036866649985313416,0.03705664351582527
,0.02172517217695713,0.02181266061961651,,0.021670667454600334,0.021744323894381523
,0.021255630999803543,0.021158970892429352,,0.021280422806739807,0.02133319526910782
,0.02501547522842884,0.0248574111610651,,0.02502909116446972,0.025069434195756912
,0.033416762948036194,0.03360643982887268,,0.03332788124680519,0.033261992037296295
,0.020819874480366707,0.020797882229089737,,0.02081136219203472,0.020831558853387833
,0.032197121530771255,0.03226042538881302,,0.03217118978500366,0.03213302791118622
,0.017246007919311523,0.01723811775445938,,0.017217112705111504,0.017219766974449158
,0.029460225254297256,0.0293660219758749,,0.02950500138103962,0.029405459761619568
,0.02086564525961876,0.020889997482299805,,0.020816955715417862,0.020839665085077286
,0.030367551371455193,0.030521893873810768,,0.030384210869669914,0.030297277495265007
,0.024389972910284996,0.024328123778104782,,0.024359941482543945,0.02440636046230793
,0.03577334061264992,0.03554929047822952,,0.03576972335577011,0.035726744681596756
,0.025621958076953888,0.02548210322856903,,0.025668038055300713,0.02566705457866192
,0.020376909524202347,0.0204150453209877,,0.020392438396811485,0.020426739007234573
,0.02173709124326706,0.021666955202817917,,0.021755818277597427,0.021720174700021744
,0.014081010594964027,0.01413052249699831,,0.01408690307289362,0.014080574735999107
,0.023826513439416885,0.023792732506990433,,0.023826394230127335,0.02381686307489872
,0.023251142352819443,0.023187927901744843,,0.023226359859108925,0.02321973629295826
,0.01885613240301609,0.01877426914870739,,0.018868308514356613,0.018839173018932343
,0.022172825410962105,0.022089572623372078,,0.0221574530005455,0.022227078676223755
,0.02320370078086853,0.02313704788684845,,0.023336593061685562,0.02324625290930271
,0.03449764847755432,0.034547291696071625,,0.03442489355802536,0.03443656116724014
,0.022727806121110916,0.022682614624500275,,0.022784311324357986,0.022771021351218224
,0.02503831870853901,0.02482731267809868,,0.025092072784900665,0.02496747486293316
,0.02703237347304821,0.027045201510190964,,0.02701004222035408,0.026981161907315254
,0.03848515823483467,0.038308896124362946,,0.038380373269319534,0.03839608654379845
,0.024992793798446655,0.025066250935196877,,0.024905715137720108,0.025008568540215492
,0.02269691973924637,0.022652653977274895,,0.022716954350471497,0.02270505018532276
,0.022742105647921562,0.022771330550312996,,0.02268722467124462,0.022747397422790527
,0.031343892216682434,0.031100915744900703,,0.03134401887655258,0.03130389004945755
,0.02575906738638878,0.02557089738547802,,0.025666631758213043,0.025693625211715698
,0.026943400502204895,0.026994917541742325,,0.02708442322909832,0.027060458436608315
,0.018503651022911072,0.018545953556895256,,0.01850850321352482,0.018501782789826393
,0.013513224199414253,0.013511426746845245,,0.013526342809200287,0.013510041870176792
,0.02176644280552864,0.021749600768089294,,0.021793393418192863,0.02173089236021042
,0.02169649302959442,0.021686477586627007,,0.021769320592284203,0.021770713850855827
,0.02040567621588707,0.020433301106095314,,0.02044312283396721,0.020407721400260925
,0.033313196152448654,0.033466044813394547,,0.03341248631477356,0.0331585630774498
,0.018167084082961082,0.01817094162106514,,0.01821671985089779,0.01817477121949196
,0.02697726897895336,0.027062082663178444,,0.027067089453339577,0.02708534710109234
,0.022210821509361267,0.02214224636554718,,0.022152548655867577,0.02221016213297844
,0.022262340411543846,0.022263243794441223,,0.022206062451004982,0.022226482629776
,0.03325864300131798,0.033357422798871994,,0.033353254199028015,0.033351391553878784
,0.02694704569876194,0.027167081832885742,,0.02703871950507164,0.027028989046812057
,0.020833387970924377,0.020757246762514114,,0.02077370509505272,0.020817900076508522
,0.019992321729660034,0.020064637064933777,,0.01998247765004635,0.019974639639258385
,0.03848714008927345,0.0380178764462471,,0.0385035015642643,0.03864726424217224
,0.020404944196343422,0.02038099430501461,,0.020427897572517395,0.020439647138118744
,0.023287473246455193,0.023239146918058395,,0.0232307817786932,0.023287728428840637
,0.025017758831381798,0.025202667340636253,,0.024947399273514748,0.024977197870612144
,0.0434345118701458,0.04370451718568802,,0.043545421212911606,0.04335270822048187
,0.02564847096800804,0.025704829022288322,,0.025757571682333946,0.025580482557415962
,0.0204316359013319,0.02043738029897213,,0.020398899912834167,0.020365634933114052
,0.023792332038283348,0.023999080061912537,,0.02383868396282196,0.023806151002645493
,0.021751614287495613,0.021701784804463387,,0.02178596705198288,0.02171754091978073
,0.02943301945924759,0.02955205738544464,,0.02944738231599331,0.029355758801102638
,0.017879819497466087,0.017753517255187035,,0.017861003056168556,0.017852379009127617
,0.018522115424275398,0.018507687374949455,,0.018586432561278343,0.018559806048870087
,0.0270723644644022,0.027220260351896286,,0.0270079355686903,0.02701503597199917
,0.024393942207098007,0.024140167981386185,,0.024380821734666824,0.024391237646341324
,0.01636711321771145,0.016411062330007553,,0.01637919433414936,0.016422729939222336
,0.010871372185647488,0.010880418121814728,,0.01086157001554966,0.010873772203922272
,0.02381887100636959,0.023891059681773186,,0.02377917803823948,0.023779714480042458
,0.021720053628087044,0.021739725023508072,,0.021707700565457344,0.021705148741602898
,0.020393680781126022,0.020441934466362,,0.020437167957425117,0.020406927913427353
,0.030354565009474754,0.030301667749881744,,0.03028595633804798,0.03031865693628788
,0.013892939314246178,0.013912077061831951,,0.013882295228540897,0.013865095563232899
,0.016941646113991737,0.017028652131557465,,0.016963332891464233,0.016943788155913353
,0.03330555930733681,0.033476412296295166,,0.03341888636350632,0.03332040086388588
,0.023279713466763496,0.023261643946170807,,0.023235300555825233,0.023223044350743294
,0.01787426322698593,0.017900649458169937,,0.01784157007932663,0.01785903610289097
,0.022206606343388557,0.02227218635380268,,0.02218976989388466,0.02223510853946209
,0.023828662931919098,0.02364007756114006,,0.023808617144823074,0.02380525879561901
,0.010755952447652817,0.0107900220900774,,0.01075983140617609,0.010751862078905106
,0.02782711572945118,0.02789752371609211,,0.027726715430617332,0.02778933383524418
,0.02386610396206379,0.02357187122106552,,0.023837396875023842,0.023798253387212753
,0.0204183179885149,0.020324058830738068,,0.02039903961122036,0.020404132083058357
,0.02381226047873497,0.02387937717139721,,0.023776477202773094,0.023823639377951622
,0.029336461797356606,0.02932662144303322,,0.029476862400770187,0.029411520808935165
,0.025584325194358826,0.025535333901643753,,0.02561924047768116,0.025623934343457222
,0.03337755426764488,0.03309924900531769,,0.033360593020915985,0.03334115818142891
,0.0238155797123909,0.023960983380675316,,0.023797649890184402,0.023816058412194252
,0.024357378482818604,0.0243363156914711,,0.024385826662182808,0.024391133338212967
,0.02000206522643566,0.020007874816656113,,0.020066555589437485,0.020014392212033272
,0.022710496559739113,0.022751934826374054,,0.02276328206062317,0.02268575131893158
,0.026967963203787804,0.027237853035330772,,0.027064304798841476,0.02704729698598385
,0.01663604937493801,0.01675928756594658,,0.01667313277721405,0.016699014231562614
,0.03031925857067108,0.03056449629366398,,0.030271479859948158,0.030324095860123634
,0.030381135642528534,0.03012719750404358,,0.030290637165308,0.030374819412827492
,0.022713718935847282,0.02278813160955906,,0.022738903760910034,0.02279876172542572
,0.013507002033293247,0.013489129953086376,,0.013500606641173363,0.013528747484087944
,0.024974552914500237,0.0251017976552248,,0.025003233924508095,0.024988383054733276
,0.02041332982480526,0.020394252613186836,,0.020424576476216316,0.02043912187218666
,0.021755993366241455,0.021779200062155724,,0.02171606384217739,0.021777663379907608
,0.028534645214676857,0.028627723455429077,,0.02851373702287674,0.028539609163999557
,0.016399208456277847,0.016403600573539734,,0.016427330672740936,0.01640668697655201
,0.030436722561717033,0.030246783047914505,,0.030313413590192795,0.03025681897997856
,0.021696990355849266,0.021710071712732315,,0.02180156484246254,0.021742096170783043
,0.018165433779358864,0.018259625881910324,,0.018175052478909492,0.018169887363910675
,0.02856467105448246,0.028526172041893005,,0.028442149981856346,0.028603309765458107
,0.030271748080849648,0.030199700966477394,,0.030269065871834755,0.03026808798313141
,0.029483314603567123,0.029215117916464806,,0.029382340610027313,0.02940935082733631
,0.019991440698504448,0.020022014155983925,,0.02001573145389557,0.020030764862895012
,0.03446570038795471,0.034708213061094284,,0.0346425399184227,0.03455028682947159
,0.02440350502729416,0.02434282936155796,,0.024336429312825203,0.02437336929142475
,0.01998106949031353,0.01998233236372471,,0.020006172358989716,0.019988512620329857
,0.015649855136871338,0.015611688606441021,,0.01561831496655941,0.015647821128368378
,0.022229239344596863,0.022197147831320763,,0.022298123687505722,0.022217459976673126
,0.012196785770356655,0.012204808183014393,,0.012187623418867588,0.012193437665700912
,0.025037633255124092,0.02491939440369606,,0.025007175281643867,0.02497604489326477
,0.022209232673048973,0.022214118391275406,,0.022277075797319412,0.022284334525465965
,0.030244551599025726,0.030478036031126976,,0.03024124912917614,0.03027677908539772
,0.026310738176107407,0.026540718972682953,,0.026284238323569298,0.026324020698666573
,0.02172747440636158,0.021774929016828537,,0.02173737809062004,0.02178867906332016
,0.019987965002655983,0.020074810832738876,,0.019999703392386436,0.01998623088002205
,0.014722034335136414,0.014675225131213665,,0.014696642756462097,0.014711858704686165
