text->audio,text->visual,audio->text,audio->visual,visual->text,visual->audio
0.031151965260505676,0.0312589555978775,0.031123679131269455,0.03112850897014141,0.03126835078001022,0.03123719058930874
0.026346538215875626,0.02629651501774788,0.026175828650593758,0.02627422846853733,0.02633753791451454,0.02632664330303669
0.023263365030288696,0.02324998378753662,0.023243164643645287,0.02320024184882641,0.023290470242500305,0.02320277877151966
0.020402340218424797,0.020379578694701195,0.02033335343003273,0.02035607397556305,0.020410630851984024,0.020392758771777153
0.021751126274466515,0.021713456138968468,0.021752912551164627,0.02176716737449169,0.021766554564237595,0.021731829270720482
0.026921559125185013,0.027082175016403198,0.026920389384031296,0.026987459510564804,0.026987342163920403,0.027059298008680344
0.03693791851401329,0.037108104676008224,0.03716004267334938,0.0368458591401577,0.03711014240980148,0.03706447780132294
0.022218860685825348,0.022211672738194466,0.022370655089616776,0.022220412269234657,0.02221648395061493,0.022202182561159134
0.01922602392733097,0.019234925508499146,0.019327208399772644,0.019225114956498146,0.01923047937452793,0.019228216260671616
0.022768180817365646,0.02272321656346321,0.02269860729575157,0.02271660789847374,0.02272634394466877,0.022666921839118004
0.015864169225096703,0.015860840678215027,0.01585342548787594,0.01590927131474018,0.015868475660681725,0.015872308984398842
0.03704102337360382,0.03709619119763374,0.03710727393627167,0.0370374359190464,0.03707738220691681,0.036962300539016724
0.020863555371761322,0.020811108872294426,0.020846625789999962,0.020812828093767166,0.020836709067225456,0.020830964669585228
0.03837228938937187,0.03838728368282318,0.03840551897883415,0.03850424662232399,0.0385073721408844,0.03849022090435028
0.025602614507079124,0.025673741474747658,0.02570587582886219,0.025577476248145103,0.0256346445530653,0.025644904002547264
0.0321761779487133,0.032272227108478546,0.03227927163243294,0.03230519965291023,0.032234009355306625,0.032255277037620544
0.043340254575014114,0.04346946254372597,0.04355161264538765,0.0434279702603817,0.04353731498122215,0.04347623139619827
0.013682913035154343,0.013712611049413681,0.013684948906302452,0.013720543123781681,0.013689435087144375,0.01369108073413372
0.022723425179719925,0.02266194112598896,0.022720860317349434,0.02271352894604206,0.022728770971298218,0.02274383418262005
0.022202415391802788,0.022170290350914,0.022285573184490204,0.02221306599676609,0.02220301888883114,0.022283395752310753
0.024954374879598618,0.025051791220903397,0.025028837844729424,0.02506416290998459,0.025041082873940468,0.025011558085680008
0.03019336424767971,0.03029879927635193,0.030594516545534134,0.030395520851016045,0.030272316187620163,0.030337436124682426
0.0047627948224544525,0.004761403426527977,0.004758252762258053,0.0047569116577506065,0.004760439042001963,0.0047613708302378654
0.01695301942527294,0.016938453540205956,0.016943434253335,0.01691998541355133,0.016964202746748924,0.016946272924542427
0.022267336025834084,0.022227300330996513,0.022225432097911835,0.022220119833946228,0.022211164236068726,0.022209608927369118
