text->audio,text->visual,audio->text,audio->visual,visual->text,visual->audio
0.02707347273826599,0.027030320838093758,0.02707948163151741,0.026974201202392578,0.02698030136525631,0.026929091662168503
0.01468881405889988,0.014704141765832901,0.01473831944167614,0.01469980925321579,0.014675022102892399,0.01469770260155201
0.029462987557053566,0.029392844066023827,0.029723139479756355,0.029165206477046013,0.02943873219192028,0.029585354030132294
0.028618138283491135,0.028539132326841354,0.028459392488002777,0.02871314249932766,0.028556184843182564,0.02859547547996044
0.014281303621828556,0.014286655932664871,0.014316614717245102,0.01429682970046997,0.014299274422228336,0.014304136857390404
0.02708940953016281,0.027029452845454216,0.02699468284845352,0.02709142304956913,0.027035480365157127,0.02710198238492012
0.018834421411156654,0.018867142498493195,0.018890805542469025,0.018873995169997215,0.018877314403653145,0.01886117458343506
0.020808018743991852,0.020814653486013412,0.020719414576888084,0.02077045850455761,0.020814405754208565,0.02082439698278904
0.018859820440411568,0.018873324617743492,0.018856417387723923,0.018828973174095154,0.01888679526746273,0.018847264349460602
0.013510474003851414,0.013520929031074047,0.013478061184287071,0.013553380034863949,0.013521600514650345,0.013514123857021332
0.020835349336266518,0.020831333473324776,0.020878789946436882,0.020810989663004875,0.02084527164697647,0.020802224054932594
0.032284922897815704,0.03231852874159813,0.03243869170546532,0.03229793906211853,0.03229926526546478,0.03212215378880501
0.02629542164504528,0.026306645944714546,0.026444552466273308,0.026465311646461487,0.026379771530628204,0.026324259117245674
0.021775370463728905,0.021778646856546402,0.021729176864027977,0.021786672994494438,0.021771332249045372,0.021793687716126442
0.019209565594792366,0.019186709076166153,0.01923489198088646,0.01917613297700882,0.01921435445547104,0.019243551418185234
0.03216655179858208,0.03231284022331238,0.032345280051231384,0.032301560044288635,0.03219043090939522,0.032269351184368134
0.035788655281066895,0.035729773342609406,0.03554421290755272,0.03548123687505722,0.03573651984333992,0.035681381821632385
0.019972043111920357,0.019996201619505882,0.019891813397407532,0.020096298307180405,0.01996575854718685,0.020064184442162514
0.02325768768787384,0.02323060669004917,0.023270467296242714,0.023182936012744904,0.02325887233018875,0.02322942577302456
0.030314898118376732,0.030460290610790253,0.030238835141062737,0.030291469767689705,0.03030308336019516,0.03031444177031517
0.022228939458727837,0.022227508947253227,0.022138623520731926,0.022179145365953445,0.02223808690905571,0.02226399816572666
0.03024948388338089,0.030325911939144135,0.03026578016579151,0.03042786754667759,0.03022972121834755,0.03027895838022232
0.02128428965806961,0.021232161670923233,0.021191075444221497,0.021326014772057533,0.021283864974975586,0.021317509934306145
0.032228436321020126,0.03218502178788185,0.032225046306848526,0.03228535130620003,0.03221797198057175,0.0321333222091198
0.027043769136071205,0.027037229388952255,0.027027668431401253,0.027026783674955368,0.027045708149671555,0.027135349810123444
0.03111935965716839,0.0313456654548645,0.031198374927043915,0.03145158290863037,0.0312652513384819,0.03112178109586239
0.02086508646607399,0.020830998197197914,0.020809268578886986,0.020852550864219666,0.020840704441070557,0.02085406892001629
0.03461542725563049,0.03437352553009987,0.03433694317936897,0.03449449688196182,0.034384503960609436,0.0343499518930912
