text->audio,text->visual,audio->text,audio->visual,visual->text,visual->audio
,0.03121810033917427,0.03125375136733055,0.03127744421362877,0.03126826137304306,
,0.024410104379057884,0.024388235062360764,0.02440933883190155,0.024423180148005486,
,0.027790017426013947,0.027778223156929016,0.02776237763464451,0.027783824130892754,
,0.02858118712902069,0.02861863747239113,0.028588740155100822,0.02854836918413639,
,0.028573384508490562,0.0286019966006279,0.028576698154211044,0.028606854379177094,
,0.023820798844099045,0.02382582053542137,0.02382603846490383,0.023800592869520187,
,0.034494273364543915,0.034435879439115524,0.03448282927274704,0.034536212682724,
,0.029394207522273064,0.029411129653453827,0.029424093663692474,0.02942027524113655,
,0.022739673033356667,0.022740956395864487,0.022755298763513565,0.022715093567967415,
,0.03131662309169769,0.03128370642662048,0.03128571808338165,0.031257450580596924,
,0.025653192773461342,0.02565021626651287,0.02565530687570572,0.02563895843923092,
,0.02437444031238556,0.024365870282053947,0.024395085871219635,0.02441992610692978,
,0.023237191140651703,0.023255810141563416,0.023237718269228935,0.023268193006515503,
,0.025008849799633026,0.025018729269504547,0.025017794221639633,0.024983299896121025,
,0.034440502524375916,0.03448789194226265,0.034460991621017456,0.0345250628888607,
,0.020407134667038918,0.02044420689344406,0.02038925513625145,0.020400160923600197,
,0.03572208806872368,0.03573627397418022,0.03569198027253151,0.03573410212993622,
,0.035686884075403214,0.035739924758672714,0.03569654002785683,0.03573106229305267,
,0.024385126307606697,0.024369439110159874,0.02438613958656788,0.024399636313319206,
,0.031226957216858864,0.03127562254667282,0.03123939037322998,0.031231222674250603,
,0.03572094812989235,0.035699356347322464,0.03562866896390915,0.035702891647815704,
,0.03568815439939499,0.035753630101680756,0.035774584859609604,0.03571390360593796,
,0.03846829757094383,0.03841986507177353,0.03848941996693611,0.038445793092250824,
,0.03443077206611633,0.03452437371015549,0.03446705639362335,0.0344686284661293,
,0.03449459746479988,0.03449396789073944,0.03449496999382973,0.03449014574289322,
,0.03449815511703491,0.03457164391875267,0.0345226414501667,0.03448795527219772,
,0.035760220140218735,0.035734787583351135,0.03572462871670723,0.03574021905660629,
,0.03576504439115524,0.03575732931494713,0.03567609563469887,0.03571227565407753,
,0.029396967962384224,0.02944028377532959,0.029431333765387535,0.02943415194749832,
,0.029413584619760513,0.029420355334877968,0.02939554676413536,0.029419243335723877,
,0.02702237106859684,0.02704024128615856,0.02698596380650997,0.02704518474638462,
,0.039966605603694916,0.0400460883975029,0.0400269590318203,0.03998970240354538,
,0.024989930912852287,0.02500857785344124,0.024995336309075356,0.024989385157823563,
,0.02701895497739315,0.02704581432044506,0.027053048834204674,0.02703164331614971,
,0.030316732823848724,0.030285801738500595,0.03024406172335148,0.03028363734483719,
,0.031192215159535408,0.031233856454491615,0.031188638880848885,0.031270451843738556,
,0.020410528406500816,0.020395148545503616,0.02040419541299343,0.02039017714560032,
,0.03126067668199539,0.031226880848407745,0.03126724064350128,0.031252045184373856,
,0.03331968933343887,0.03334851935505867,0.03334904462099075,0.033325307071208954,
